id,flow_id,flow_name,role,route,screen,state,device,environment,entry_path,preconditions,step_number,branch,action,expected_transition,actual_transition,api_endpoint,api_result,request_id,database_tables,database_result,rls_result,audit_event,sentry_issue,sentry_result,affected_roles,affected_role_result,purpose_clear,primary_action_clear,unnecessary_ui,generic_ai_patterns,copy_direct,native_behavior,football_specific,visual_consistency,accessibility,status,severity,evidence,issue,fix_commit,retest_status,notes
API-015,BOOKING-PROBLEM-API-AUTHORITY,Booking-linked incident authority and delivery resilience,parent; assigned guardian; participant athlete; assigned coach; club admin; unrelated actor,POST /v1/safeguarding/incidents,Fastify trust operations,accepted; forbidden; notification delivery failure,iPhone 16 Pro responsive viewport; iPhone 16 Pro Max native simulator,local Expo web with live staging Fastify/Supabase proof; actual Expo iOS launch,safeguardingService.createIncident,authenticated staging fixtures; canonical confirmed booking; production prohibited,4,visible booking; mismatched athlete; unrelated booking; delivery failure,"Verify role gate, booking visibility, participant consistency, notification routing, audit minimization and failure idempotency",Only an actor who can see the booking may attach a report; supplied athlete must participate; saved incident survives notification failure,Authority checks reject unrelated/mismatched requests; delivery failure returns the saved 201 once and writes a separate ERROR audit,POST /v1/safeguarding/incidents,Live 4x201 and 1x403; focused suite 7/7,req_fd4f7b43… | req_67a660d9… | req_75252706… | req_499e2c16… | req_381f34fe…,SafeguardingIncident | SafeguardingIncidentAction | Notification | Booking | BookingParticipant | AuditEvent,"4 incidents, 0 actions, 3 notifications and 5 audits matched before exact cleanup",service-role/Fastify authority; no current client table grants,minimized SUCCESS/DENY metadata plus explicit notification ERROR on simulated delivery failure,ENV-004,read-only issue/event API returned 403; no clean Sentry claim,parent; assigned guardian; athlete; assigned coach; club admin; unrelated actor,valid relationship roles accepted; club admin and unrelated actor denied; mismatched athlete denied,passed,not applicable,not applicable,not applicable,problem responses preserve existing API problem contract,not applicable,booking coach and participant assignment enforce authority,not applicable,not applicable,fixed,critical,apps/api/src/modules/trust-ops/routes.test.ts | reviews/ios-native-audit/runtime/2026-08-01/booking-problem-audit-final/api-db-evidence.md,Any allowed safeguarding reporter could previously attach an incident to an unrelated booking when athleteId was omitted; notification failure could invite duplicate retry,fix(bookings): harden problem reporting,"7/7 focused Fastify tests, API typecheck and live staging matrix passed",Audit metadata stores booleans/count/status instead of booking or athlete identifiers. Test fixtures removed; audits retained.
QA-020,BOOKING-PROBLEM-CROSS-ROLE-PROOF,Booking problem route and control matrix,parent; guardian; athlete; coach; club admin,scripts/ui-flow-checks-50.mjs --profile=booking-problem-audit,Booking problem audit profile,3 ready; 2 denied; 1 missing; 1 submitted,iPhone 16 Pro responsive viewport; iPhone 16 Pro Max native simulator,local Expo web with live staging Fastify/Supabase proof; actual Expo iOS launch,strict protected-route preflight per role,authenticated staging fixtures; canonical confirmed booking; production prohibited,5,seven focused flows,"Assert copy, absence rules, role outcomes, target size, overflow, occlusion and exactly one POST",All seven deterministic branches pass without medium/high issue,7/7 passed; width 390; zero overflow; zero nested controls; zero product-text violations,GET /v1/bookings/:bookingId; mocked POST /v1/safeguarding/incidents,expected request set only; mocked POST count exactly one,,no live mutation in responsive profile,live staging proof executed separately,covered by SEC-015,covered by API-015,ENV-004,read-only issue/event API returned 403; no clean Sentry claim,parent; guardian; athlete; coach; club admin,all configured outcomes matched,passed,passed,absence checks passed,product text scan returned empty,all asserted,actual native launch is separate blocker evidence,passed,manual seven-screenshot review plus runtime metrics passed,radio/button target assertions and named input passed,fixed,high,reviews/ios-native-audit/runtime/2026-08-01/booking-problem-audit-final/report.json | reviews/ios-native-audit/runtime/2026-08-01/booking-problem-audit-final/report.md,"No strict focused evidence previously covered every role, missing context, control state and submit count",fix(bookings): harden problem reporting,Final strict profile passed 7/7 at fail-on-medium with retries disabled,The failed pre-fix evidence directory is intentionally not canonical; final folder retains only useful proof.
SEC-015,BOOKING-PROBLEM-RLS-AUDIT-POSTURE,"Booking problem database, RLS and audit posture",system,Supabase Postgres catalog and live Fastify write proof,Database authority,58 migrations; six RLS tables; five retained audits; exact cleanup,iPhone 16 Pro responsive viewport; iPhone 16 Pro Max native simulator,local Expo web with live staging Fastify/Supabase proof; actual Expo iOS launch,direct read-only catalogue query plus exact staging fixture lifecycle,authenticated staging fixtures; canonical confirmed booking; production prohibited,6,current grants; policies; live rows; cleanup; future defaults,"Inspect RLS, policies, grants, relationships, notification/audit metadata and exact cleanup without touching production",Fastify remains sole client authority; test artifacts are reconciled and removed; evidence remains,"Six tables RLS enabled, zero policies/client grants; live rows matched; 4 incidents and 3 notifications exact-cleaned; 5 audits retained",Postgres catalogue and Prisma exact fixture transaction,read/write staging proof passed; production untouched,,Booking | BookingParticipant | SafeguardingIncident | SafeguardingIncidentAction | Notification | AuditEvent | _prisma_migrations,58 migrations; live relationship and side effects reconciled; zero marked incidents remain,enabled on all six focused tables; no current PUBLIC/anon/authenticated table grants; SEC-004 future defaults remain,four SUCCESS and one DENY re-read after cleanup,ENV-004,read-only issue/event API returned 403; no clean Sentry claim,all direct client roles,no direct access; service-role Fastify boundary,passed for current route objects,not applicable,not applicable,not applicable,not applicable,not applicable,"protects athlete, booking and safeguarding trust data",not applicable,not applicable,fixed,critical,reviews/ios-native-audit/runtime/2026-08-01/booking-problem-audit-final/api-db-evidence.md | packages/db/prisma/schema.prisma,Booking-linked safeguarding writes and their downstream notifications lacked recorded cross-role database proof,fix(bookings): harden problem reporting,Live staging database reconciliation and post-cleanup audit readback passed,Supabase MCP unavailable under ENV-003. SEC-004 remains open with 24 unsafe future default privileges and requires the owning database role.
ROUTE-013,SESSION-FEEDBACK-RETIREMENT,Explicit session completion and canonical notes,coach; parent; athlete; guardian; club admin,retired /bookings/session-feedback; /session/:bookingId/complete; /session-notes/:bookingId,Complete Session; Session notes; completed booking feedback,confirmed; completed; coach notes empty; family read-only; denied,iPhone 16 Pro responsive viewport; iPhone 16 Pro Max native simulator,local Expo web with live staging Fastify/Supabase proof; actual Expo iOS launch,Booking detail > Complete session or Add coach notes,authenticated staging fixtures; confirmed and completed bookings; production prohibited,1,explicit completion; canonical notes; read-only feedback; relationship denial,"Delete the legacy bridge; exercise every remaining entry and role; inspect controls, routing, requests and database state",Opening a URL never completes a booking; coaches choose completion or notes explicitly; other roles cannot write,Legacy route/helper removed; completion and notes are separate explicit actions; family/athlete read-only; guardian/admin denied,GET /v1/bookings/:bookingId; GET /v1/bookings/:bookingId/session-note; completion mutation not invoked,Live role matrix 200 coach/parent/athlete and 403 guardian/admin; zero hidden group-session probe after fix,five exact request IDs in api-db-evidence.md,Booking | BookingParticipant | SessionNote | AuditEvent,Booking remained COMPLETED version 2; one participant; zero SessionNote rows; no route-open mutation,Four focused tables RLS-enabled with zero client policies or anon/authenticated grants,Three sensitive SUCCESS and two DENY booking.read events with minimized metadata,ENV-004,Read-only staging issue query returned HTTP 403; no clean Sentry claim,coach; parent; athlete; guardian; club admin,coach completion/notes ready; parent and athlete read-only; guardian and admin fail closed,passed,passed,loading-only redirect and duplicate Add session feedback action deleted,premature red validation and duplicate explanatory surface removed,Complete session; Session notes; Add coach notes; Coach feedback,Actual iOS bundle launch recorded; authenticated native traversal remains blocked by ENV-006,"attendance, focus areas, effort and coach feedback retained",existing dark tokens and PageHeader; zero overflow; no nested controls,Go back and primary actions meet 44 point minimum; named controls and denial exit verified,fixed,critical,reviews/ios-native-audit/runtime/2026-08-01/session-feedback-retirement-final/report.json | reviews/ios-native-audit/runtime/2026-08-01/session-feedback-retirement-final/api-db-evidence.md | reviews/ios-native-audit/runtime/2026-08-01/session-feedback-retirement-final/native-blocker.md,The legacy route trusted URL athlete context and silently completed bookings on open before redirecting; the replacement completion path also probed a group endpoint,fix(bookings): retire feedback redirect,"Final 6/6 strict profile, focused tests, typecheck, lint and read-only staging proof passed","Ponytail deletion-first. Production untouched. ENV-003, ENV-004, ENV-006 and SEC-004 remain honest blockers."
UI-045,LEAN-SESSION-NOTES-ENTRY,Lean completion and notes entry,coach; parent; athlete,/bookings/:id; /session/:id/complete; /session-notes/:bookingId,Booking actions; Complete Session; Session notes; Coach feedback,confirmed; completed; empty notes; read-only empty feedback,iPhone 16 Pro responsive viewport,local Expo web with live staging reads,Booking detail lifecycle actions,authenticated assigned booking actor,2,coach completion; coach notes; family/athlete read-only,"Inspect final hierarchy, copy, route result, back control, empty form and read-only state",One outcome action per lifecycle state with quiet neutral empty fields and a visible way back,Duplicate feedback CTA removed; notes has PageHeader/back; nested scroll and premature red errors removed,booking and session-note reads,Expected reads only; no 404 group-session probe and no unexpected console output,,Booking | SessionNote,read-only; zero notes for fixture,Fastify authority verified separately,booking.read proof recorded,ENV-004,HTTP 403 blocker retained,coach; parent; athlete,coach sees explicit write entries; parent and athlete see feedback only,passed,passed,"duplicate completed-state feedback CTA, nested scroll owner and initial error styling removed",no fake validation before interaction and no hidden loading transition,Complete session; Add coach notes; Coach feedback; No coach feedback yet.,390 px native-responsive runtime passed; authenticated native device semantics blocked by ENV-006,attendance and coaching focus workflow retained,"existing tokens, one header, one form scroll owner, zero overflow",named back/action controls; minimum target assertions passed,fixed,high,reviews/ios-native-audit/runtime/2026-08-01/session-feedback-retirement-final/coach__coach_booking_completion_entry.png | reviews/ios-native-audit/runtime/2026-08-01/session-feedback-retirement-final/coach__coach_completed_booking_notes_entry.png | reviews/ios-native-audit/runtime/2026-08-01/session-feedback-retirement-final/parent__parent_completed_booking_feedback_read_only.png,Completed bookings had competing feedback controls; notes opened without visible back navigation and displayed validation errors before interaction,fix(bookings): retire feedback redirect,Coach completion and notes plus parent/athlete read-only screenshots and assertions passed,No new design system or decorative surface was added.
FLOW-022,SESSION-FEEDBACK-FAIL-CLOSED,Session completion and notes authority flow,coach; parent; athlete; guardian; club admin,/bookings/:id -> completion or notes,Booking lifecycle authority gate,confirmed allow; completed notes; read-only; denied,iPhone 16 Pro responsive viewport,local Expo web with live staging Fastify/Supabase reads,direct protected booking URL and lifecycle actions,five authenticated staging role fixtures,3,coach write entry; parent/athlete read; guardian/admin deny,Follow every route transition and assert absent write controls for narrower or unrelated roles,Only the assigned coach can enter completion or notes editing; other actors receive scoped read or denial,Coach routes resolve explicitly; parent/athlete show no write action; guardian/admin receive Booking unavailable,GET /v1/bookings/:bookingId,three 200 and two expected 403 outcomes,see api-db-evidence.md,Booking | BookingParticipant | AuditEvent,relationship fixture and five audit outcomes reconciled read-only,direct client access denied; Fastify relationship boundary remains authoritative,three SUCCESS; two DENY; sensitiveRead=true,ENV-004,blocked readback; runtime console/network clean,coach; parent; athlete; guardian; club admin,all configured outcomes matched,passed,passed,no fallback or duplicate write path,no silent progress or fabricated success,Booking unavailable; Back to bookings,responsive semantics passed; native authenticated path blocked ENV-006,booking participant assignment determines visibility,quiet centered denial state and existing completion/notes surfaces,denial heading unobscured and exit action at least 44 points,fixed,critical,reviews/ios-native-audit/runtime/2026-08-01/session-feedback-retirement-final/report.json | reviews/ios-native-audit/runtime/2026-08-01/session-feedback-retirement-final/admin__admin_completed_booking_feedback_denied.png,The old URL bridge bypassed explicit user intent and accepted client-supplied athlete context,fix(bookings): retire feedback redirect,Five-role live API matrix and six deterministic UI branches passed,Opening either retained route was read-only until a coach explicitly submits.
QA-021,SESSION-FEEDBACK-CROSS-ROLE-PROOF,Completion and notes route/control matrix,coach; parent; athlete; guardian; club admin,scripts/ui-flow-checks-50.mjs --profile=session-feedback-retirement,Session feedback retirement audit profile,2 coach; 1 parent; 1 athlete; 1 guardian; 1 admin,iPhone 16 Pro responsive viewport; iPhone 16 Pro Max native blocker proof,local Expo web with staging Fastify reads; actual Expo iOS launch,strict protected-route preflight per role,all five role preflights passed; production prohibited,4,six focused flows,"Assert routes, copy, absence, target size, overflow, occlusion, network and console behavior",All deterministic branches pass without medium/high issue or hidden mutation,6/6 passed; width 390; zero overflow; zero nested buttons; zero product-text violations,live booking/session-note reads; no mutation,expected request set; zero group-session 404 after fix,,Booking | BookingParticipant | SessionNote | AuditEvent,read-only staging proof; zero note creation,covered by SEC-016,covered by SEC-016,ENV-004,read-only helper returned 403,coach; parent; athlete; guardian; club admin,all six configured results passed,passed,passed,absence assertions passed,product text scan empty and initial error copy absent,all asserted,actual native launch separate; route semantics not inferred,passed,six screenshots manually reviewed; denied scroll-top geometry verified,"back, completion, notes and denial actions have named minimum-size assertions",fixed,high,scripts/ui-flow-checks-50.mjs | reviews/ios-native-audit/runtime/2026-08-01/session-feedback-retirement-final/report.json | reviews/ios-native-audit/runtime/2026-08-01/session-feedback-retirement-final/report.md,"No focused proof covered the hidden redirect retirement, route noise, notes back control, premature form errors and full role matrix",fix(bookings): retire feedback redirect,Final strict run passed 6/6 at fail-on-medium with retries disabled,test:compile and two focused session tests passed; broader trust-ops file remains 5/7 on unrelated stale assertions.
SEC-016,SESSION-FEEDBACK-RLS-AUDIT-POSTURE,Completion and notes database and audit posture,system,Supabase Postgres catalog and live Fastify read proof,Database authority,58 migrations; four RLS tables; five sensitive-read audits,read-only staging catalog,staging Supabase only; production untouched,direct read-only catalogue and fixture query after final runtime,EXPO_PUBLIC_ENV=staging; API_DATA_BACKEND=db; production-looking URL rejected,5,current grants; policies; fixture rows; audits; future defaults,"Inspect current RLS, grants, policies, booking/participant/note state and exact audit metadata",Fastify remains sole client authority and opening routes causes no write,Four tables RLS enabled with no client grants/policies; booking unchanged; zero notes; five minimized audits,GET /v1/bookings/:bookingId,three allowed and two denied live reads,five exact IDs retained in api-db-evidence.md,Booking | BookingParticipant | SessionNote | AuditEvent | _prisma_migrations,58 migrations; completed booking version 2; one participant; zero notes; no write or cleanup,enabled on all focused tables; only postgres and service_role grants; SEC-004 future defaults remain,three SUCCESS and two DENY booking.read rows; metadata keys limited to status/participantCount or errorCode,ENV-004,Sentry token returned HTTP 403 after verified TLS,all direct client roles,no direct table access; Fastify relationship scope enforced,passed for current objects; SEC-004 remains open,not applicable,not applicable,not applicable,not applicable,not applicable,"protects booking participation, coach notes and audit trail",not applicable,not applicable,fixed,critical,reviews/ios-native-audit/runtime/2026-08-01/session-feedback-retirement-final/api-db-evidence.md | packages/db/prisma/schema.prisma,The retired mutation bridge and retained route authority lacked a recorded no-write database proof,fix(bookings): retire feedback redirect,"Read-only staging relationship, RLS, grants and audit reconciliation passed",Supabase MCP unavailable under ENV-003. SEC-004 remains open with 24 unsafe future default privileges requiring the owning role.
ROUTE-015,CLUB-HUB-CANONICAL,Canonical Club Hub compatibility route,coach; parent; guardian; athlete; club admin,app/(tabs)/club-hub.tsx,Immediate redirect to My Clubs or Club Detail,no params; invite code; authorized club; unauthorized club,iPhone 16 Pro responsive viewport; iPhone 16 Pro Max native simulator,local Expo web with staging Fastify/Supabase reads; actual Expo iOS launch,legacy Club Hub link; coach invites; group chats; community; owner dashboard,five authenticated staging role fixtures; production prohibited,1,five default redirects; explicit invite; four authorized club links; one denied club link; direct settings,Follow every internal caller and legacy route parameter through its final destination,"No legacy composite, fake loading page, hidden join or routing loop in API mode","API mode returns an immediate Redirect; callers open My Clubs, Club Detail or Club Settings directly; invite needs explicit Join",GET /v1/clubs; GET /v1/posts?clubId; GET /v1/clubs/:clubId/schedule; manager-only member read,Visible roles 200; unrelated athlete target absent and detail 404; non-manager UI roster request count zero,19 exact request IDs in api-db-evidence.md,Club | ClubMembership | ClubInviteCode | Post | ClubEvent | ClubMatch | GroupSession | Squad | AuditEvent,"Riverside FC read-only reconciliation: 9 active memberships, 1 post, 1 invite; no business mutation",nine focused tables RLS enabled with zero policies/current client grants; SEC-004 future defaults remain,ordinary directory/feed/schedule reads produced zero AuditEvent rows; recorded as runtime truth,ENV-004,verified-TLS read-only query returned HTTP 403; no clean Sentry claim,coach; parent; guardian; athlete; club admin,12/12 configured route outcomes passed; athlete failed closed before secondary reads,passed,passed,"legacy API composite, fake loading redirect, synthetic invites and local-only photo edit removed","generated helper copy, duplicate hub routing and decorative metrics removed",My Clubs; Join a club; New Post; Create Event; Club settings,actual Expo iOS sign-in launch recorded; authenticated native traversal blocked by ENV-006,"club membership, updates, squads and activities remain explicit",six representative screenshots manually reviewed; zero medium/high findings,44-point Close/back/options/join controls; labelled controls; zero nested buttons/overflow,fixed,critical,reviews/ios-native-audit/runtime/2026-08-01/club-hub-canonical-final/report.json | reviews/ios-native-audit/runtime/2026-08-01/club-hub-canonical-final/api-db-evidence.md | reviews/ios-native-audit/runtime/2026-08-01/club-hub-canonical-final/native-blocker.md,"API mode mounted a sprawling legacy hub, invite links could mutate on open, routing raced club-admin params, unauthorized detail could probe secondary endpoints, and list responses overexposed roster/invite data",fix(club): harden canonical club hub,Final strict profile passed 12/12 at fail-on-medium; focused UI 6/6 and API 42/42 tests passed,"Ponytail deletion-first. Production untouched. ENV-003, ENV-004, ENV-006 and SEC-004 remain honest blockers."
UI-046,LEAN-CLUB-DIRECTORY,Lean My Clubs and Club Detail hierarchy,coach; parent; guardian; club admin,/club/my-clubs; /club/:clubId; /club/settings,My Clubs; club updates; Club Settings,membership list; invite prefill; writable detail; read-only detail; settings entry,iPhone 16 Pro responsive viewport,local Expo web with live staging reads,legacy hub redirect or direct product action,authenticated club relationship,2,manager; coach; member; invite link,"Inspect visible hierarchy, copy, counts, filters, actions and every route-level control",One obvious destination with only truthful controls and concise football language,"Existing clubs lead, join requires intent, member count uses backend aggregate, unsupported photo controls and fake invite count are absent",GET /v1/clubs; club feed and schedule reads,memberCount=9 and coachCount=5 without roster payload; valid role actions only,see api-db-evidence.md,Club | ClubMembership | Post,read-only fixture matched UI counts and one update,Fastify remains client authority,no product audit expected for ordinary directory display,ENV-004,blocked HTTP 403,coach; parent; guardian; club admin,coach/admin actionable where governed; parent/guardian read-only,passed,passed,"synthetic invite metric, fake photo editing, duplicate hub/admin link and automatic join removed",helper prose and dashboard-like filler removed,My Clubs; Join; Create Club; Updates; Club settings,shared React Native surface passed responsive checks; native semantics blocked ENV-006,"club, coach, members, squads, activities and updates",manual screenshot pass in dark product tokens,44-point close/back/menu/join/action targets and named controls,fixed,high,reviews/ios-native-audit/runtime/2026-08-01/club-hub-canonical-final/coach__coach_club_hub_invite_confirmation.png | reviews/ios-native-audit/runtime/2026-08-01/club-hub-canonical-final/coach__coach_club_hub_club_detail_redirect.png | reviews/ios-native-audit/runtime/2026-08-01/club-hub-canonical-final/parent__parent_club_hub_club_detail_redirect.png,The route looked like a generic composite dashboard and surfaced controls or counts with no authoritative outcome,fix(club): harden canonical club hub,12 screenshots generated; representative allow/deny/invite/settings states manually accepted,No new design abstraction or decorative component was added.
FLOW-023,CLUB-HUB-FAIL-CLOSED,Club visibility before secondary reads,coach; parent; guardian; athlete; club admin,/club-hub -> /club/:clubId or /club/my-clubs,Club authority gate,visible; not visible; invite pending user intent,iPhone 16 Pro responsive viewport,local Expo web with live Fastify reads,legacy deep link,authenticated role; target club id or invite code,3,four visible roles; unrelated athlete; invite link,"Track posts, member-directory, schedule and join requests while following each redirect",Secondary reads only follow established club visibility; membership changes only follow explicit Join,Athlete made zero secondary calls; coach/parent/guardian made zero roster calls; admin made one; invite route made zero POSTs,GET /v1/clubs; conditional GET posts/schedule/members; POST /v1/clubs/join,all asserted request counts matched exactly,see report.json and api-db-evidence.md,Club | ClubMembership | ClubInviteCode,no club join or business write occurred,backend membership scope enforced,not applicable to intercepted zero-write join proof,ENV-004,blocked readback; network/console assertions clean,coach; parent; guardian; athlete; club admin,four authorized details; athlete clean 404; invite remains prefilled until Join,passed,passed,no spinner bridge or dead intermediate action,no fabricated progress or reassurance,Club not found; Go Back; Join,native route automation host-blocked ENV-006,club assignment determines visibility,allow and denial screenshots accepted,denial exit and route controls named and minimum-sized,fixed,critical,scripts/ui-flow-checks-50.mjs | reviews/ios-native-audit/runtime/2026-08-01/club-hub-canonical-final/report.json,Secondary club calls previously began without first proving the signed-in actor could see the club,fix(club): harden canonical club hub,Strict 12/12 flow run passed with exact request counts and zero findings,The compatibility route is retained only for mock mode and already-issued links.
API-016,CLUB-SUMMARY-DATA-MINIMIZATION,Club list/detail response minimization,owner; club admin; head coach; coach; assistant; member; platform admin,GET /v1/clubs; GET/PATCH /v1/clubs/:clubId,Fastify club authority,manager response; ordinary member response; unrelated denial,isolated Fastify seed process plus live staging API,NODE_ENV=test API_DATA_BACKEND=seed; local API against staging db,clubAuthorityService.listClubs and getClubById,authenticated actor and governed membership,4,can manage members; cannot manage members; no membership,"Inspect serialized fields, aggregates, viewer authority and invite-code exposure across roles",Return only viewer membership and aggregate counts; never return the full roster; reveal invite credential only to member managers,"Serializer strips memberships, adds memberCount/coachCount, keeps viewerMembership and nulls inviteCode unless canManageMembers",GET /v1/clubs; GET/PATCH /v1/clubs/:clubId,42/42 route tests; five-role live matrix matched field-level expectations,19 exact live IDs retained,Club | ClubMembership | ClubInviteCode,read-only live response reconciled to 9 members and 5 staff,current client grants absent; Fastify field policy authoritative,ordinary reads not audited; write routes retain existing audit paths,ENV-004,HTTP 403 read blocker,all authenticated club roles,ordinary viewers lose roster and secret; authorized admin retains invite credential; outsider fails closed,passed,not applicable,not applicable,not applicable,API problem contract unchanged,client mapping consumes aggregates without needing roster rows,club membership and staff counts,not applicable,not applicable,fixed,critical,apps/api/src/modules/coach-club/routes.ts | apps/api/src/modules/coach-club/routes.test.ts | services/club-authority-service.ts | reviews/ios-native-audit/runtime/2026-08-01/club-hub-canonical-final/api-db-evidence.md,Every visible member received all club memberships and a reusable member invite credential from the list/detail payload,fix(club): harden canonical club hub,API typecheck and full 42-test coach-club route file passed; live payload inspection passed,Response minimization preserves create/join contracts and backend-authoritative aggregates.
QA-022,CLUB-HUB-CROSS-ROLE-PROOF,"Club Hub route, UI and request matrix",coach; parent; guardian; athlete; club admin,scripts/ui-flow-checks-50.mjs --profile=club-hub-canonical,12-flow canonical Club Hub profile,5 default redirects; invite confirmation; 4 allowed details; 1 denial; settings entry,iPhone 16 Pro responsive viewport; iPhone 16 Pro Max native simulator,local Expo web with staging Fastify reads; actual Expo iOS launch,strict protected-route preflight for every role,all five runtime account relationships passed preflight,5,12 focused flows,"Assert routes, text, absent controls, request counts, target sizes, overflow, nested controls and product-text issues",All deterministic branches pass without medium/high issue or unintended mutation,12/12 passed; zero high/medium; zero retries; representative screenshots manually reviewed,live club list/detail/feed/schedule; tracked member and join requests,all expected requests and zero-call assertions matched,report plus live matrix evidence,Club | ClubMembership | Post | AuditEvent,no business mutation,covered by SEC-017,covered by SEC-017,ENV-004,read-only helper returned 403,coach; parent; guardian; athlete; club admin,coach 3/3; parent 2/2; guardian 2/2; athlete 2/2; admin 3/3,passed,passed,absence assertions passed,product-text issue list empty,all asserted,actual native sign-in screenshot retained; semantic traversal blocked ENV-006,passed,12 screenshots; six key states manually reviewed,named 44-point control assertions; zero nested buttons and overflow,fixed,high,reviews/ios-native-audit/runtime/2026-08-01/club-hub-canonical-final/report.json | reviews/ios-native-audit/runtime/2026-08-01/club-hub-canonical-final/report.md | reviews/ios-native-audit/runtime/2026-08-01/club-hub-canonical-final/native-ios-current.png,"No focused evidence previously proved every legacy parameter, role outcome, request boundary and simplified visual state",fix(club): harden canonical club hub,Final strict run passed 12/12 at fail-on-medium,Failed baseline and duplicate chunk reports moved to a recoverable temporary prune hold.
SEC-017,CLUB-HUB-RLS-AUDIT-POSTURE,"Club directory database, RLS and audit posture",system,Supabase Postgres catalog and live Fastify read proof,Database authority,58 migrations; nine RLS tables; current grants; read audit; future defaults,read-only staging database connection,staging Supabase only; production untouched,direct catalog and fixture query after final role matrix,API_DATA_BACKEND=db; production-looking URL rejected,6,current tables; current client roles; future defaults; exact read IDs,"Inspect current rows, RLS, policies, grants, default ACLs and AuditEvent results without printing secrets",Current club data remains Fastify-only; overexposed response is fixed; unresolved database-owner risk stays visible,"Nine tables RLS enabled, zero policies/current client grants; 19 ordinary reads had zero audit rows; SEC-004 remains",read-only Postgres catalog and AuditEvent query,completed successfully,19 exact IDs in api-db-evidence.md,AuditEvent | Club | ClubEvent | ClubInviteCode | ClubMatch | ClubMembership | GroupSession | Post | Squad | _prisma_migrations,58 migrations; 9 memberships; 1 invite; 1 post; no writes,enabled on all nine focused tables; zero policies; only postgres/service_role current grants,zero rows for ordinary club directory/feed/schedule reads; no sensitive-read claim inferred,ENV-004,Sentry token returned HTTP 403 after verified TLS,all direct client roles,no current direct table grants; Fastify role boundary proven separately,passed for current objects; SEC-004 remains open,requires privileged database owner action,not applicable,not applicable,not applicable,not applicable,"protects club membership, invite and update data",not applicable,not applicable,fixed,critical,reviews/ios-native-audit/runtime/2026-08-01/club-hub-canonical-final/api-db-evidence.md | packages/db/prisma/schema.prisma,Club directory response minimization and its current database boundary lacked recorded role-level staging evidence,fix(club): harden canonical club hub,Read-only staging reconciliation passed; 24 public-schema future default privileges remain SEC-004,Supabase MCP unavailable under ENV-003. SEC-004 requires supabase_admin ownership and is not falsely closed.
ROUTE-016,COACH-PROFILE-CANONICAL,Canonical coach profile editor,coach; parent; guardian; athlete; club admin,/coach-profile -> /edit-profile,Immediate redirect or role denial; Edit Profile editor,coach redirect; four denied roles; clean form; changed form,iPhone 16 Pro responsive viewport; installed ClubroomDev on iPhone 16 Pro Max simulator,local Expo web with staging Fastify/Supabase proof; actual native iOS build,Settings profile card or legacy deep link,five authenticated staging roles; production prohibited,1,coach compatibility redirect; four route denials,"Trace every caller, remove the duplicate profile surface and verify each role outcome",One coach-owned editor exists; the legacy route redirects immediately; non-coach roles fail before profile reads,"Old social-style profile implementation deleted; Settings has one editor entry; coach redirects; four other roles deny",GET /v1/coaches/me/profile,Coach exactly one 200; parent guardian athlete and admin 404 in direct API proof,req_8b62ef38-2a60-440a-b96c-5d3dffde7222 | req_54a9afc2-b489-4ae7-b60a-c5972a1b49b4 | req_923fcacd-55a7-487d-a4f6-906b42519ef2 | req_0c177863-287e-40e9-9b8c-0265392bea91 | req_1aec8f8b-8427-43ec-8816-75c848458811,CoachProfile | AuditEvent,One coach profile read; no profile mutation; five exact audit rows reconciled,focused tables RLS enabled with zero anon/authenticated grants,one SUCCESS and four DENY coach_profile.read events; sensitiveRead=true,ENV-004,Verified-TLS read-only query returned HTTP 403; no clean Sentry claim,coach; parent; guardian; athlete; club admin,coach 2/2 editor flows; four role denials 4/4,passed,passed,"duplicate profile tabs, fake metrics, follow/post actions, duplicate Services and rates entry, and dead media cards deleted",generic social dashboard and synthetic engagement removed,Edit profile; Save,installed native build launched and bundled; authenticated native semantics blocked ENV-006,coach identity and qualifications remain in the canonical editor,final responsive screen manually reviewed; zero medium/high findings,disabled Save remains a named disabled button; controls meet asserted target size,fixed,critical,reviews/ios-native-audit/runtime/2026-08-01/coach-profile-canonical-final-5/report.json | app/(tabs)/coach-profile.tsx | __tests__/hooks/coach-profile-route-boundary.test.ts,The app maintained a second coach profile product with fake social data and broader role reachability beside the actual editor,fix(profile): retire duplicate coach profile,"Final strict profile passed 6/6; 15 focused tests, typechecks and live API matrix passed",Ponytail deletion-first. Production untouched. Actual native build installed; ENV-006 prevents semantic native traversal.
